ts,scan_id,timeframe,level_type,level,touches,price,distance_atr,relation,event,atr,source_ts
2026-09-23T14:28:44.376221+00:00,20260923T142841.955092Z,15m,SUPPORT,85238.65,2,84119.86,3.0215,BELOW,NONE,BREAKDOWN_CONFIRMED,BREAKDOWN_CANDIDATE,SHORT,1,True,370.28142857,1790168400
2026-09-23T14:28:44.376285+00:00,20260923T142841.955092Z,15m,SUPPORT,85431.08,1,84119.86,3.5411,BELOW,NONE,BREAKDOWN_CONFIRMED,BREAKDOWN_CANDIDATE,SHORT,1,True,370.28142857,1790163000
2026-09-23T14:28:44.376342+00:00,20260923T142841.955092Z,15m,SUPPORT,85651.48,2,84119.86,4.1364,BELOW,NONE,BREAKDOWN_CONFIRMED,BREAKDOWN_CANDIDATE,SHORT,1,True,370.28142857,1790158500
2026-09-23T14:28:44.376396+00:00,20260923T142841.955092Z,15m,RESISTANCE,85673.17,1,84119.86,4.1949,BELOW,NONE,NONE,FAILURE_REJECTION,,0,True,370.28142857,1790164800
2026-09-23T14:28:44.376497+00:00,20260923T142841.955092Z,15m,RESISTANCE,85957.96,1,84119.86,4.9641,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,370.28142857,1790161200
2026-09-23T14:28:44.376557+00:00,20260923T142841.955092Z,15m,SUPPORT,86095.98,6,84119.86,5.3368,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,370.28142857,1790148600
2026-09-23T14:28:44.376610+00:00,20260923T142841.955092Z,15m,SUPPORT,86251.2,1,84119.86,5.756,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,370.28142857,1790101800
2026-09-23T14:28:44.376664+00:00,20260923T142841.955092Z,15m,RESISTANCE,86273.82,1,84119.86,5.8171,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,370.28142857,1790151300
2026-09-23T14:28:44.422861+00:00,20260923T142841.955092Z,5m,SUPPORT,85238.65,2,84119.86,3.5155,BELOW,NONE,BREAKDOWN_CONFIRMED,BREAKDOWN_CANDIDATE,SHORT,1,True,318.24642857,1790168700
2026-09-23T14:28:44.422927+00:00,20260923T142841.955092Z,5m,SUPPORT,85466.01666667,3,84119.86,4.2299,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,318.24642857,1790171400
2026-09-23T14:28:44.422982+00:00,20260923T142841.955092Z,5m,RESISTANCE,85552.965,2,84119.86,4.5031,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,318.24642857,1790167500
2026-09-23T14:28:44.423035+00:00,20260923T142841.955092Z,5m,RESISTANCE,85673.17,1,84119.86,4.8808,BELOW,NONE,NONE,FAILURE_REJECTION,,0,True,318.24642857,1790164800
2026-09-23T14:28:44.423090+00:00,20260923T142841.955092Z,5m,SUPPORT,85674.32,3,84119.86,4.8845,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,318.24642857,1790159100
2026-09-23T14:28:44.423145+00:00,20260923T142841.955092Z,5m,RESISTANCE,85956.80666667,6,84119.86,5.7721,BELOW,NONE,NONE,NONE,,0,False,318.24642857,1790172000
2026-09-23T14:28:44.423211+00:00,20260923T142841.955092Z,5m,SUPPORT,86079.84,1,84119.86,6.1587,BELOW,NONE,NONE,NONE,,0,False,318.24642857,1790150700
2026-09-23T14:28:44.423264+00:00,20260923T142841.955092Z,5m,RESISTANCE,86258.695,2,84119.86,6.7207,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,318.24642857,1790151300
2026-09-23T14:45:30.843033+00:00,20260923T144530.085081Z,1h,SUPPORT,85059.28,1,84332.19,1.1684,BELOW,NONE,BREAKDOWN_CONFIRMED,BREAKDOWN_CANDIDATE,SHORT,1,True,622.31785714,1790053200
2026-09-23T14:45:30.843095+00:00,20260923T144530.085081Z,1h,RESISTANCE,85257.0,1,84332.19,1.4861,BELOW,RECLAIM,TEST_RETEST,TEST_RETEST,,0,False,622.31785714,1789981200
2026-09-23T14:45:30.843144+00:00,20260923T144530.085081Z,1h,SUPPORT,85450.0,1,84332.19,1.7962,BELOW,NONE,BREAKDOWN_CANDIDATE,BREAKDOWN_CONFIRMED,SHORT,0,True,622.31785714,1790085600
2026-09-23T14:45:30.843191+00:00,20260923T144530.085081Z,1h,SUPPORT,86001.0,1,84332.19,2.6816,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,622.31785714,1790114400
2026-09-23T14:45:30.843236+00:00,20260923T144530.085081Z,1h,RESISTANCE,86369.835,2,84332.19,3.2743,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,622.31785714,1790064000
2026-09-23T14:45:30.843295+00:00,20260923T144530.085081Z,1h,RESISTANCE,82087.11,1,84332.19,3.6076,ABOVE,NONE,NONE,NONE,,0,False,622.31785714,1789952400
2026-09-23T14:45:30.843339+00:00,20260923T144530.085081Z,1h,RESISTANCE,86734.0,1,84332.19,3.8595,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,622.31785714,1790089200
2026-09-23T14:45:30.843391+00:00,20260923T144530.085081Z,1h,RESISTANCE,81472.04,1,84332.19,4.596,ABOVE,NONE,NONE,NONE,,0,False,622.31785714,1789920000
2026-09-23T14:45:30.878124+00:00,20260923T144530.085081Z,15m,SUPPORT,85238.65,2,84332.19,2.339,BELOW,NONE,NONE,BREAKDOWN_CONFIRMED,,0,True,387.54571429,1790168400
2026-09-23T14:45:30.878182+00:00,20260923T144530.085081Z,15m,SUPPORT,85431.08,1,84332.19,2.8355,BELOW,NONE,NONE,BREAKDOWN_CONFIRMED,,0,True,387.54571429,1790163000
2026-09-23T14:45:30.878228+00:00,20260923T144530.085081Z,15m,SUPPORT,85651.48,2,84332.19,3.4042,BELOW,NONE,NONE,BREAKDOWN_CONFIRMED,,0,True,387.54571429,1790158500
2026-09-23T14:45:30.878288+00:00,20260923T144530.085081Z,15m,RESISTANCE,85673.17,1,84332.19,3.4602,BELOW,NONE,NONE,NONE,,0,False,387.54571429,1790164800
2026-09-23T14:45:30.878350+00:00,20260923T144530.085081Z,15m,RESISTANCE,85945.235,2,84332.19,4.1622,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,387.54571429,1790172000
2026-09-23T14:45:30.878397+00:00,20260923T144530.085081Z,15m,SUPPORT,86095.98,6,84332.19,4.5512,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,387.54571429,1790148600
2026-09-23T14:45:30.878442+00:00,20260923T144530.085081Z,15m,RESISTANCE,86273.82,1,84332.19,5.0101,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,387.54571429,1790151300
2026-09-23T14:45:30.878486+00:00,20260923T144530.085081Z,15m,SUPPORT,86413.78,1,84332.19,5.3712,BELOW,NONE,NONE,NONE,,0,False,387.54571429,1790132400
2026-09-23T14:45:30.913723+00:00,20260923T144530.085081Z,5m,RESISTANCE,84476.66,1,84332.19,0.4102,BELOW,NONE,NONE,NONE,,0,False,352.21928571,1790174100
2026-09-23T14:45:30.913784+00:00,20260923T144530.085081Z,5m,SUPPORT,83799.24,1,84332.19,1.5131,ABOVE,NONE,NONE,NONE,,0,False,352.21928571,1790173800
2026-09-23T14:45:30.913834+00:00,20260923T144530.085081Z,5m,SUPPORT,85238.65,2,84332.19,2.5736,BELOW,NONE,NONE,BREAKDOWN_CONFIRMED,,0,True,352.21928571,1790168700
2026-09-23T14:45:30.913882+00:00,20260923T144530.085081Z,5m,SUPPORT,85466.01666667,3,84332.19,3.2191,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,352.21928571,1790171400
2026-09-23T14:45:30.913941+00:00,20260923T144530.085081Z,5m,RESISTANCE,85593.03333333,3,84332.19,3.5797,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,352.21928571,1790167500
2026-09-23T14:45:30.913986+00:00,20260923T144530.085081Z,5m,SUPPORT,85674.32,3,84332.19,3.8105,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,352.21928571,1790159100
2026-09-23T14:45:30.914030+00:00,20260923T144530.085081Z,5m,RESISTANCE,85956.80666667,6,84332.19,4.6125,BELOW,NONE,NONE,NONE,,0,False,352.21928571,1790172000
2026-09-23T14:45:30.914073+00:00,20260923T144530.085081Z,5m,RESISTANCE,86273.82,1,84332.19,5.5126,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,352.21928571,1790151300
2026-09-23T15:00:16.323914+00:00,20260923T150014.520897Z,1h,SUPPORT,85059.28,1,84477.73,1.0061,BELOW,NONE,NONE,BREAKDOWN_CONFIRMED,,0,True,577.99928571,1790053200
2026-09-23T15:00:16.323985+00:00,20260923T150014.520897Z,1h,RESISTANCE,85257.0,1,84477.73,1.3482,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,577.99928571,1789981200
2026-09-23T15:00:16.324046+00:00,20260923T150014.520897Z,1h,SUPPORT,85450.0,1,84477.73,1.6821,BELOW,NONE,BREAKDOWN_CONFIRMED,BREAKDOWN_CANDIDATE,SHORT,1,True,577.99928571,1790085600
2026-09-23T15:00:16.324102+00:00,20260923T150014.520897Z,1h,SUPPORT,86001.0,1,84477.73,2.6354,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,577.99928571,1790114400
2026-09-23T15:00:16.324158+00:00,20260923T150014.520897Z,1h,RESISTANCE,86369.835,2,84477.73,3.2735,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,577.99928571,1790064000
2026-09-23T15:00:16.324212+00:00,20260923T150014.520897Z,1h,RESISTANCE,86734.0,1,84477.73,3.9036,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,577.99928571,1790089200
2026-09-23T15:00:16.324268+00:00,20260923T150014.520897Z,1h,RESISTANCE,82087.11,1,84477.73,4.136,ABOVE,NONE,NONE,NONE,,0,False,577.99928571,1789952400
2026-09-23T15:00:16.324345+00:00,20260923T150014.520897Z,1h,RESISTANCE,87339.905,2,84477.73,4.9519,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,577.99928571,1790136000
2026-09-23T15:00:16.372083+00:00,20260923T150014.520897Z,15m,SUPPORT,83799.24,1,84477.73,1.6826,ABOVE,NONE,NONE,NONE,,0,False,403.23642857,1790173800
2026-09-23T15:00:16.372151+00:00,20260923T150014.520897Z,15m,SUPPORT,85238.65,2,84477.73,1.887,BELOW,NONE,NONE,NONE,,0,False,403.23642857,1790168400
2026-09-23T15:00:16.372208+00:00,20260923T150014.520897Z,15m,SUPPORT,85431.08,1,84477.73,2.3642,BELOW,NONE,NONE,NONE,,0,False,403.23642857,1790163000
2026-09-23T15:00:16.372264+00:00,20260923T150014.520897Z,15m,SUPPORT,85651.48,2,84477.73,2.9108,BELOW,NONE,NONE,NONE,,0,False,403.23642857,1790158500
2026-09-23T15:00:16.372318+00:00,20260923T150014.520897Z,15m,RESISTANCE,85673.17,1,84477.73,2.9646,BELOW,NONE,NONE,NONE,,0,False,403.23642857,1790164800
2026-09-23T15:00:16.372371+00:00,20260923T150014.520897Z,15m,RESISTANCE,85945.235,2,84477.73,3.6393,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,403.23642857,1790172000
2026-09-23T15:00:16.372424+00:00,20260923T150014.520897Z,15m,SUPPORT,86095.98,6,84477.73,4.0132,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,403.23642857,1790148600
2026-09-23T15:00:16.372475+00:00,20260923T150014.520897Z,15m,RESISTANCE,86273.82,1,84477.73,4.4542,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,403.23642857,1790151300
2026-09-23T15:00:16.420634+00:00,20260923T150014.520897Z,5m,RESISTANCE,84476.66,1,84477.73,0.003,ABOVE,RETEST,TEST_RETEST,NONE,,0,True,359.33571429,1790174100
2026-09-23T15:00:16.420731+00:00,20260923T150014.520897Z,5m,SUPPORT,84169.72,1,84477.73,0.8572,ABOVE,NONE,NONE,NONE,,0,False,359.33571429,1790174700
2026-09-23T15:00:16.420793+00:00,20260923T150014.520897Z,5m,SUPPORT,83799.24,1,84477.73,1.8882,ABOVE,NONE,NONE,NONE,,0,False,359.33571429,1790173800
2026-09-23T15:00:16.420852+00:00,20260923T150014.520897Z,5m,SUPPORT,85238.65,2,84477.73,2.1176,BELOW,NONE,NONE,NONE,,0,False,359.33571429,1790168700
2026-09-23T15:00:16.420906+00:00,20260923T150014.520897Z,5m,SUPPORT,85466.01666667,3,84477.73,2.7503,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,359.33571429,1790171400
2026-09-23T15:00:16.420960+00:00,20260923T150014.520897Z,5m,RESISTANCE,85593.03333333,3,84477.73,3.1038,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,359.33571429,1790167500
2026-09-23T15:00:16.421013+00:00,20260923T150014.520897Z,5m,SUPPORT,85674.32,3,84477.73,3.33,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,359.33571429,1790159100
2026-09-23T15:00:16.421066+00:00,20260923T150014.520897Z,5m,RESISTANCE,85956.80666667,6,84477.73,4.1161,BELOW,NONE,NONE,NONE,,0,False,359.33571429,1790172000
2026-09-23T15:16:11.816885+00:00,20260923T151610.578676Z,1h,SUPPORT,85059.28,1,84766.53,0.4891,BELOW,NONE,NONE,NONE,,0,False,598.48785714,1790053200
2026-09-23T15:16:11.816952+00:00,20260923T151610.578676Z,1h,RESISTANCE,85257.0,1,84766.53,0.8195,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,598.48785714,1789981200
2026-09-23T15:16:11.817010+00:00,20260923T151610.578676Z,1h,SUPPORT,85450.0,1,84766.53,1.142,BELOW,NONE,NONE,BREAKDOWN_CONFIRMED,,0,True,598.48785714,1790085600
2026-09-23T15:16:11.817067+00:00,20260923T151610.578676Z,1h,SUPPORT,86001.0,1,84766.53,2.0626,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,598.48785714,1790114400
2026-09-23T15:16:11.817122+00:00,20260923T151610.578676Z,1h,RESISTANCE,86369.835,2,84766.53,2.6789,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,598.48785714,1790064000
2026-09-23T15:16:11.817177+00:00,20260923T151610.578676Z,1h,RESISTANCE,86734.0,1,84766.53,3.2874,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,598.48785714,1790089200
2026-09-23T15:16:11.817239+00:00,20260923T151610.578676Z,1h,RESISTANCE,87339.905,2,84766.53,4.2998,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,598.48785714,1790136000
2026-09-23T15:16:11.817323+00:00,20260923T151610.578676Z,1h,RESISTANCE,82087.11,1,84766.53,4.477,ABOVE,NONE,NONE,NONE,,0,False,598.48785714,1789952400
2026-09-23T15:16:11.862834+00:00,20260923T151610.578676Z,15m,SUPPORT,85238.65,2,84766.53,1.1347,BELOW,NONE,NONE,NONE,,0,False,416.08357143,1790168400
2026-09-23T15:16:11.862897+00:00,20260923T151610.578676Z,15m,SUPPORT,85431.08,1,84766.53,1.5972,BELOW,NONE,NONE,NONE,,0,False,416.08357143,1790163000
2026-09-23T15:16:11.862954+00:00,20260923T151610.578676Z,15m,SUPPORT,85651.48,2,84766.53,2.1269,BELOW,NONE,NONE,NONE,,0,False,416.08357143,1790158500
2026-09-23T15:16:11.863009+00:00,20260923T151610.578676Z,15m,RESISTANCE,85673.17,1,84766.53,2.179,BELOW,NONE,NONE,NONE,,0,False,416.08357143,1790164800
2026-09-23T15:16:11.863061+00:00,20260923T151610.578676Z,15m,SUPPORT,83799.24,1,84766.53,2.3247,ABOVE,NONE,NONE,NONE,,0,False,416.08357143,1790173800
2026-09-23T15:16:11.863114+00:00,20260923T151610.578676Z,15m,RESISTANCE,85945.235,2,84766.53,2.8329,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,416.08357143,1790172000
2026-09-23T15:16:11.863167+00:00,20260923T151610.578676Z,15m,SUPPORT,86095.98,6,84766.53,3.1952,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,416.08357143,1790148600
2026-09-23T15:16:11.863221+00:00,20260923T151610.578676Z,15m,RESISTANCE,86273.82,1,84766.53,3.6226,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,416.08357143,1790151300
2026-09-23T15:16:11.909804+00:00,20260923T151610.578676Z,5m,RESISTANCE,84476.66,1,84766.53,0.8599,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,337.07928571,1790174100
2026-09-23T15:16:11.909869+00:00,20260923T151610.578676Z,5m,SUPPORT,85238.65,2,84766.53,1.4006,BELOW,NONE,NONE,NONE,,0,False,337.07928571,1790168700
2026-09-23T15:16:11.909926+00:00,20260923T151610.578676Z,5m,SUPPORT,84169.72,1,84766.53,1.7705,ABOVE,NONE,NONE,NONE,,0,False,337.07928571,1790174700
2026-09-23T15:16:11.909982+00:00,20260923T151610.578676Z,5m,SUPPORT,85466.01666667,3,84766.53,2.0751,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,337.07928571,1790171400
2026-09-23T15:16:11.910037+00:00,20260923T151610.578676Z,5m,RESISTANCE,85552.965,2,84766.53,2.3331,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,337.07928571,1790167500
2026-09-23T15:16:11.910090+00:00,20260923T151610.578676Z,5m,RESISTANCE,85673.17,1,84766.53,2.6897,BELOW,NONE,NONE,NONE,,0,False,337.07928571,1790164800
2026-09-23T15:16:11.910144+00:00,20260923T151610.578676Z,5m,SUPPORT,85674.32,3,84766.53,2.6931,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,337.07928571,1790159100
2026-09-23T15:16:11.910197+00:00,20260923T151610.578676Z,5m,SUPPORT,83799.24,1,84766.53,2.8696,ABOVE,NONE,NONE,NONE,,0,False,337.07928571,1790173800
2026-09-23T15:32:47.071519+00:00,20260923T153245.884209Z,1h,SUPPORT,85059.28,1,84445.72,1.019,BELOW,NONE,NONE,NONE,,0,False,602.11785714,1790053200
2026-09-23T15:32:47.071590+00:00,20260923T153245.884209Z,1h,RESISTANCE,85257.0,1,84445.72,1.3474,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,602.11785714,1789981200
2026-09-23T15:32:47.071647+00:00,20260923T153245.884209Z,1h,SUPPORT,85450.0,1,84445.72,1.6679,BELOW,NONE,NONE,NONE,,0,False,602.11785714,1790085600
2026-09-23T15:32:47.071700+00:00,20260923T153245.884209Z,1h,SUPPORT,86001.0,1,84445.72,2.583,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,602.11785714,1790114400
2026-09-23T15:32:47.071753+00:00,20260923T153245.884209Z,1h,RESISTANCE,86369.835,2,84445.72,3.1956,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,602.11785714,1790064000
2026-09-23T15:32:47.071805+00:00,20260923T153245.884209Z,1h,RESISTANCE,86734.0,1,84445.72,3.8004,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,602.11785714,1790089200
2026-09-23T15:32:47.071873+00:00,20260923T153245.884209Z,1h,RESISTANCE,82087.11,1,84445.72,3.9172,ABOVE,NONE,NONE,NONE,,0,False,602.11785714,1789952400
2026-09-23T15:32:47.071932+00:00,20260923T153245.884209Z,1h,RESISTANCE,87339.905,2,84445.72,4.8067,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,602.11785714,1790136000
2026-09-23T15:32:47.125966+00:00,20260923T153245.884209Z,15m,SUPPORT,83799.24,1,84445.72,1.5415,ABOVE,NONE,NONE,NONE,,0,False,419.37142857,1790173800
2026-09-23T15:32:47.126069+00:00,20260923T153245.884209Z,15m,SUPPORT,85238.65,2,84445.72,1.8908,BELOW,NONE,NONE,NONE,,0,False,419.37142857,1790168400
2026-09-23T15:32:47.126159+00:00,20260923T153245.884209Z,15m,SUPPORT,85431.08,1,84445.72,2.3496,BELOW,NONE,NONE,NONE,,0,False,419.37142857,1790163000
2026-09-23T15:32:47.127212+00:00,20260923T153245.884209Z,15m,SUPPORT,85651.48,2,84445.72,2.8752,BELOW,NONE,NONE,NONE,,0,False,419.37142857,1790158500
2026-09-23T15:32:47.127388+00:00,20260923T153245.884209Z,15m,RESISTANCE,85673.17,1,84445.72,2.9269,BELOW,NONE,NONE,NONE,,0,False,419.37142857,1790164800
2026-09-23T15:32:47.127485+00:00,20260923T153245.884209Z,15m,RESISTANCE,85945.235,2,84445.72,3.5756,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,419.37142857,1790172000
2026-09-23T15:32:47.127580+00:00,20260923T153245.884209Z,15m,SUPPORT,86095.98,6,84445.72,3.9351,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,419.37142857,1790148600
2026-09-23T15:32:47.127669+00:00,20260923T153245.884209Z,15m,RESISTANCE,86273.82,1,84445.72,4.3591,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,419.37142857,1790151300
2026-09-23T15:32:47.178791+00:00,20260923T153245.884209Z,5m,RESISTANCE,84476.66,1,84445.72,0.1257,BELOW,RETEST,TEST_RETEST,TEST_RETEST,,0,False,246.22285714,1790174100
2026-09-23T15:32:47.178859+00:00,20260923T153245.884209Z,5m,SUPPORT,84169.72,1,84445.72,1.1209,ABOVE,NONE,NONE,NONE,,0,False,246.22285714,1790174700
2026-09-23T15:32:47.178920+00:00,20260923T153245.884209Z,5m,RESISTANCE,84790.47,1,84445.72,1.4002,BELOW,NONE,NONE,NONE,,0,False,246.22285714,1790176500
2026-09-23T15:32:47.178975+00:00,20260923T153245.884209Z,5m,SUPPORT,83799.24,1,84445.72,2.6256,ABOVE,NONE,NONE,NONE,,0,False,246.22285714,1790173800
2026-09-23T15:32:47.179029+00:00,20260923T153245.884209Z,5m,SUPPORT,85238.65,2,84445.72,3.2204,BELOW,NONE,NONE,NONE,,0,False,246.22285714,1790168700
2026-09-23T15:32:47.179082+00:00,20260923T153245.884209Z,5m,SUPPORT,85432.79,2,84445.72,4.0088,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,246.22285714,1790164800
2026-09-23T15:32:47.179134+00:00,20260923T153245.884209Z,5m,SUPPORT,85532.47,1,84445.72,4.4137,BELOW,NONE,NONE,NONE,,0,False,246.22285714,1790171400
2026-09-23T15:32:47.179186+00:00,20260923T153245.884209Z,5m,RESISTANCE,85552.965,2,84445.72,4.4969,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,246.22285714,1790167500
2026-09-23T15:47:26.979801+00:00,20260923T154725.999654Z,1h,SUPPORT,85059.28,1,84266.09,1.2951,BELOW,NONE,NONE,NONE,,0,False,612.46428571,1790053200
2026-09-23T15:47:26.979839+00:00,20260923T154725.999654Z,1h,RESISTANCE,85257.0,1,84266.09,1.6179,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,612.46428571,1789981200
2026-09-23T15:47:26.979871+00:00,20260923T154725.999654Z,1h,SUPPORT,85450.0,1,84266.09,1.933,BELOW,NONE,NONE,NONE,,0,False,612.46428571,1790085600
2026-09-23T15:47:26.979900+00:00,20260923T154725.999654Z,1h,SUPPORT,86001.0,1,84266.09,2.8327,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,612.46428571,1790114400
2026-09-23T15:47:26.979928+00:00,20260923T154725.999654Z,1h,RESISTANCE,86369.835,2,84266.09,3.4349,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,612.46428571,1790064000
2026-09-23T15:47:26.979962+00:00,20260923T154725.999654Z,1h,RESISTANCE,82087.11,1,84266.09,3.5577,ABOVE,NONE,NONE,NONE,,0,False,612.46428571,1789952400
2026-09-23T15:47:26.979989+00:00,20260923T154725.999654Z,1h,RESISTANCE,86734.0,1,84266.09,4.0295,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,612.46428571,1790089200
2026-09-23T15:47:26.980025+00:00,20260923T154725.999654Z,1h,RESISTANCE,81472.04,1,84266.09,4.562,ABOVE,NONE,NONE,NONE,,0,False,612.46428571,1789920000
2026-09-23T15:47:27.003661+00:00,20260923T154725.999654Z,15m,SUPPORT,83799.24,1,84266.09,1.127,ABOVE,NONE,NONE,NONE,,0,False,414.22428571,1790173800
2026-09-23T15:47:27.003697+00:00,20260923T154725.999654Z,15m,RESISTANCE,84790.47,1,84266.09,1.2659,BELOW,NONE,NONE,NONE,,0,False,414.22428571,1790176500
2026-09-23T15:47:27.003728+00:00,20260923T154725.999654Z,15m,SUPPORT,85238.65,2,84266.09,2.3479,BELOW,NONE,NONE,NONE,,0,False,414.22428571,1790168400
2026-09-23T15:47:27.003757+00:00,20260923T154725.999654Z,15m,SUPPORT,85431.08,1,84266.09,2.8125,BELOW,NONE,NONE,NONE,,0,False,414.22428571,1790163000
2026-09-23T15:47:27.003785+00:00,20260923T154725.999654Z,15m,SUPPORT,85651.48,2,84266.09,3.3445,BELOW,NONE,NONE,NONE,,0,False,414.22428571,1790158500
2026-09-23T15:47:27.003814+00:00,20260923T154725.999654Z,15m,RESISTANCE,85673.17,1,84266.09,3.3969,BELOW,NONE,NONE,NONE,,0,False,414.22428571,1790164800
2026-09-23T15:47:27.003849+00:00,20260923T154725.999654Z,15m,RESISTANCE,85945.235,2,84266.09,4.0537,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,414.22428571,1790172000
2026-09-23T15:47:27.003878+00:00,20260923T154725.999654Z,15m,SUPPORT,86095.98,6,84266.09,4.4176,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,414.22428571,1790148600
2026-09-23T15:47:27.028553+00:00,20260923T154725.999654Z,5m,SUPPORT,84169.72,1,84266.09,0.5069,ABOVE,NONE,NONE,NONE,,0,False,190.13285714,1790174700
2026-09-23T15:47:27.028590+00:00,20260923T154725.999654Z,5m,RESISTANCE,84476.66,1,84266.09,1.1075,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,190.13285714,1790174100
2026-09-23T15:47:27.028620+00:00,20260923T154725.999654Z,5m,SUPPORT,83799.24,1,84266.09,2.4554,ABOVE,NONE,NONE,NONE,,0,False,190.13285714,1790173800
2026-09-23T15:47:27.028649+00:00,20260923T154725.999654Z,5m,RESISTANCE,84790.47,1,84266.09,2.758,BELOW,NONE,NONE,NONE,,0,False,190.13285714,1790176500
2026-09-23T15:47:27.028678+00:00,20260923T154725.999654Z,5m,SUPPORT,85238.65,2,84266.09,5.1152,BELOW,NONE,NONE,NONE,,0,False,190.13285714,1790168700
2026-09-23T15:47:27.028707+00:00,20260923T154725.999654Z,5m,SUPPORT,85432.79,2,84266.09,6.1362,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,190.13285714,1790164800
2026-09-23T15:47:27.028736+00:00,20260923T154725.999654Z,5m,SUPPORT,85532.47,1,84266.09,6.6605,BELOW,NONE,NONE,NONE,,0,False,190.13285714,1790171400
2026-09-23T15:47:27.028764+00:00,20260923T154725.999654Z,5m,RESISTANCE,85552.965,2,84266.09,6.7683,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,190.13285714,1790167500
2026-09-23T15:59:06.532573+00:00,20260923T155905.687380Z,1h,SUPPORT,85059.28,1,84033.81,1.6315,BELOW,NONE,NONE,NONE,,0,False,628.54571429,1790053200
2026-09-23T15:59:06.532643+00:00,20260923T155905.687380Z,1h,RESISTANCE,85257.0,1,84033.81,1.9461,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,628.54571429,1789981200
2026-09-23T15:59:06.532700+00:00,20260923T155905.687380Z,1h,SUPPORT,85450.0,1,84033.81,2.2531,BELOW,NONE,NONE,NONE,,0,False,628.54571429,1790085600
2026-09-23T15:59:06.532756+00:00,20260923T155905.687380Z,1h,RESISTANCE,82087.11,1,84033.81,3.0971,ABOVE,NONE,NONE,NONE,,0,False,628.54571429,1789952400
